category,current_avg_monthly_spend,spend_vs_cluster_benchmark,spend_volatility_normalised,income_bracket_encoded,category_type,months_consistently_present,realistic_reduction_pct
food,4493.98,0.6655,0.1498,0,0.5,7,0.1226
groceries,2169.72,0.9159,0.1498,0,0.15,12,0.015
transport,1531.21,0.952,0.1498,0,0.4,7,0.1698
shopping,101.67,0.1006,0.1498,0,0.9,9,0.3051
entertainment,565.31,1.3695,0.1498,0,1.0,8,0.23
utilities,2920.07,0.969,0.1498,0,0.1,11,0.0203
healthcare,1331.92,1.6253,0.1498,0,0.05,10,0.0829
investments,386.36,1.5079,0.1498,0,0.3,10,0.0758
fuel,963.87,1.2061,0.1498,0,0.45,11,0.1528
food,10098.48,1.2397,0.2534,0,0.5,7,0.187
groceries,2921.01,1.0688,0.2534,0,0.15,11,0.0536
transport,1551.14,0.8734,0.2534,0,0.4,11,0.0669
shopping,910.95,0.8102,0.2534,0,0.9,7,0.2847
entertainment,637.9,1.3762,0.2534,0,1.0,6,0.3786
utilities,3643.8,1.0803,0.2534,0,0.1,10,0.0533
healthcare,1906.8,0.8532,0.2534,0,0.05,12,0.0281
investments,114.73,0.3846,0.2534,0,0.3,10,0.0519
fuel,805.4,0.8819,0.2534,0,0.45,11,0.1327
food,3715.33,0.6128,0.2061,0,0.5,9,0.2472
groceries,1809.28,0.8506,0.2061,0,0.15,12,0.0891
transport,1719.82,1.1909,0.2061,0,0.4,10,0.2455
shopping,1455.1,1.6036,0.2061,0,0.9,6,0.4309
entertainment,419.91,1.133,0.2061,0,1.0,6,0.3137
utilities,2955.83,1.0924,0.2061,0,0.1,12,0.0
healthcare,1394.85,1.8958,0.2061,0,0.05,11,0.1219
investments,91.29,0.3968,0.2061,0,0.3,10,0.0085
fuel,474.69,0.6616,0.2061,0,0.45,9,0.1902
food,7155.22,0.7293,0.1705,0,0.5,7,0.1491
groceries,2774.75,0.843,0.1705,0,0.15,11,0.0321
transport,1533.85,0.7171,0.1705,0,0.4,7,0.1273
shopping,1683.09,1.2429,0.1705,0,0.9,5,0.2364
entertainment,591.43,1.0594,0.1705,0,1.0,5,0.1978
utilities,3020.72,0.7435,0.1705,0,0.1,12,0.0
healthcare,3692.3,1.3717,0.1705,0,0.05,11,0.02
investments,138.19,0.3846,0.1705,0,0.3,8,0.0
fuel,1608.47,1.4623,0.1705,0,0.45,9,0.2288
food,7716.95,1.2505,0.2961,0,0.5,9,0.2251
groceries,2594.0,1.1983,0.2961,0,0.15,11,0.0432
transport,1794.99,1.2212,0.2961,0,0.4,11,0.2888
shopping,1345.31,1.4567,0.2961,0,0.9,6,0.3603
entertainment,438.53,1.1626,0.2961,0,1.0,9,0.2388
utilities,2244.66,0.8151,0.2961,0,0.1,11,0.0715
healthcare,923.51,1.2333,0.2961,0,0.05,12,0.0984
investments,196.97,0.8413,0.2961,0,0.3,7,0.0
fuel,650.36,0.8906,0.2961,0,0.45,7,0.13
food,6631.29,0.8104,0.2388,0,0.5,7,0.2257
groceries,2413.26,0.8791,0.2388,0,0.15,10,0.085
transport,532.44,0.2984,0.2388,0,0.4,7,0.1425
shopping,1166.3,1.0327,0.2388,0,0.9,5,0.2827
entertainment,822.86,1.7673,0.2388,0,1.0,5,0.3532
utilities,2491.63,0.7354,0.2388,0,0.1,11,0.0592
healthcare,2189.68,0.9754,0.2388,0,0.05,11,0.0769
investments,587.76,1.9615,0.2388,0,0.3,10,0.094
fuel,1122.5,1.2236,0.2388,0,0.45,7,0.2493
food,10840.61,1.4394,0.2908,0,0.5,10,0.2865
groceries,2352.69,0.9312,0.2908,0,0.15,12,0.0732
transport,1663.22,1.0129,0.2908,0,0.4,9,0.1676
shopping,767.97,0.7388,0.2908,0,0.9,6,0.2159
entertainment,502.78,1.1733,0.2908,0,1.0,6,0.412
utilities,2180.85,0.6993,0.2908,0,0.1,10,0.0618
healthcare,1419.25,0.6869,0.2908,0,0.05,11,0.0676
investments,91.22,0.3308,0.2908,0,0.3,11,0.012
fuel,335.19,0.397,0.2908,0,0.45,10,0.0586
food,11873.77,1.2285,0.2736,0,0.5,10,0.1582
groceries,3387.06,1.0445,0.2736,0,0.15,11,0.0383
transport,2455.89,1.1654,0.2736,0,0.4,9,0.2042
shopping,893.05,0.6694,0.2736,0,0.9,7,0.4084
entertainment,522.76,0.9505,0.2736,0,1.0,5,0.319
utilities,4383.57,1.0952,0.2736,0,0.1,10,0.0741
healthcare,1772.49,0.6684,0.2736,0,0.05,12,0.0365
investments,541.82,1.5308,0.2736,0,0.3,9,0.1598
fuel,849.49,0.7839,0.2736,0,0.45,10,0.2275
food,6757.46,0.9473,0.219,0,0.5,7,0.1984
groceries,2963.8,1.2385,0.219,0,0.15,12,0.0356
transport,1340.24,0.8618,0.219,0,0.4,11,0.0941
shopping,1247.81,1.2673,0.219,0,0.9,7,0.414
entertainment,343.6,0.8465,0.219,0,1.0,7,0.3587
utilities,3456.09,1.1701,0.219,0,0.1,12,0.1055
healthcare,1486.92,0.7598,0.219,0,0.05,10,0.0326
investments,237.1,0.9077,0.219,0,0.3,10,0.1393
fuel,1181.5,1.4774,0.219,0,0.45,8,0.24
food,9654.55,1.0325,0.2123,0,0.5,9,0.1756
groceries,3206.92,0.9777,0.2123,0,0.15,11,0.0468
transport,1542.93,0.6928,0.2123,0,0.4,11,0.1469
shopping,1737.2,1.2414,0.2123,0,0.9,5,0.4233
entertainment,931.95,1.6305,0.2123,0,1.0,8,0.3838
utilities,4040.33,0.9683,0.2123,0,0.1,11,0.0473
healthcare,1064.28,0.938,0.2123,0,0.05,11,0.0266
investments,140.78,0.3968,0.2123,0,0.3,10,0.0626
fuel,2089.14,1.888,0.2123,0,0.45,11,0.2319
food,11125.93,1.1388,0.2422,0,0.5,9,0.3
groceries,2962.4,0.8644,0.2422,0,0.15,10,0.0267
transport,2085.74,0.8963,0.2422,0,0.4,8,0.0691
shopping,711.92,0.4869,0.2422,0,0.9,7,0.3451
entertainment,667.79,1.1182,0.2422,0,1.0,5,0.2342
utilities,3141.86,0.7206,0.2422,0,0.1,10,0.0392
healthcare,729.57,0.6154,0.2422,0,0.05,12,0.0448
investments,426.56,1.1508,0.2422,0,0.3,10,0.1194
fuel,1223.79,1.0585,0.2422,0,0.45,8,0.1789
food,4723.48,0.7636,0.2339,0,0.5,11,0.11
groceries,1590.64,0.733,0.2339,0,0.15,12,0.0
transport,1935.21,1.3135,0.2339,0,0.4,11,0.2081
shopping,1164.11,1.2575,0.2339,0,0.9,8,0.4412
entertainment,316.64,0.8374,0.2339,0,1.0,4,0.2392
utilities,2125.19,0.7699,0.2339,0,0.1,10,0.0486
healthcare,93.13,0.1241,0.2339,0,0.05,11,0.047
investments,145.28,0.619,0.2339,0,0.3,10,0.0
fuel,627.69,0.8575,0.2339,0,0.45,8,0.1533
food,7645.23,0.8327,0.2112,0,0.5,7,0.0789
groceries,2961.36,0.9614,0.2112,0,0.15,11,0.0629
transport,2237.19,1.1176,0.2112,0,0.4,8,0.2285
shopping,1163.85,0.9184,0.2112,0,0.9,6,0.1945
entertainment,731.93,1.401,0.2112,0,1.0,8,0.4332
utilities,4875.25,1.2823,0.2112,0,0.1,11,0.0953
healthcare,2200.98,0.8737,0.2112,0,0.05,10,0.0389
investments,517.27,1.5385,0.2112,0,0.3,11,0.1175
fuel,876.77,0.8518,0.2112,0,0.45,8,0.0719
food,7544.73,0.8151,0.2575,0,0.5,11,0.2536
groceries,2837.29,0.8738,0.2575,0,0.15,10,0.0389
transport,2723.01,1.2351,0.2575,0,0.4,8,0.1961
shopping,2366.26,1.7082,0.2575,0,0.9,5,0.2754
entertainment,409.71,0.7241,0.2575,0,1.0,8,0.1915
utilities,4208.55,1.0189,0.2575,0,0.1,10,0.0036
healthcare,139.36,0.1241,0.2575,0,0.05,11,0.0547
investments,167.23,0.4762,0.2575,0,0.3,8,0.039
fuel,1256.99,1.1476,0.2575,0,0.45,7,0.2908
food,10252.12,1.4312,0.1481,0,0.5,7,0.2391
groceries,2890.35,1.1502,0.1481,0,0.15,10,0.0541
transport,987.9,0.579,0.1481,0,0.4,7,0.1535
shopping,1859.32,1.7344,0.1481,0,0.9,7,0.3697
entertainment,107.85,0.2463,0.1481,0,1.0,9,0.1855
utilities,2842.9,0.8893,0.1481,0,0.1,12,0.0051
healthcare,567.29,0.6526,0.1481,0,0.05,12,0.0789
investments,603.95,2.2222,0.1481,0,0.3,11,0.0951
fuel,817.5,0.9644,0.1481,0,0.45,9,0.0904
food,8811.37,1.0461,0.1813,0,0.5,9,0.115
groceries,4134.29,1.3991,0.1813,0,0.15,11,0.0874
transport,1876.92,0.9355,0.1813,0,0.4,9,0.0635
shopping,1963.16,1.5573,0.1813,0,0.9,8,0.3798
entertainment,525.03,1.0197,0.1813,0,1.0,9,0.2118
utilities,2906.69,0.7733,0.1813,0,0.1,12,0.0255
healthcare,1351.89,1.3226,0.1813,0,0.05,12,0.087
investments,743.16,2.3254,0.1813,0,0.3,7,0.1651
fuel,1389.93,1.3944,0.1813,0,0.45,10,0.235
food,3790.95,0.6566,0.1474,0,0.5,11,0.0726
groceries,2011.76,1.0386,0.1474,0,0.15,10,0.0343
transport,1302.68,1.0349,0.1474,0,0.4,11,0.0932
shopping,811.53,1.0184,0.1474,0,0.9,7,0.3124
entertainment,465.13,1.4158,0.1474,0,1.0,6,0.2534
utilities,2068.68,0.8653,0.1474,0,0.1,11,0.013
healthcare,2359.79,1.4897,0.1474,0,0.05,10,0.0804
investments,313.88,1.4846,0.1474,0,0.3,7,0.0523
fuel,1222.99,1.8894,0.1474,0,0.45,8,0.1861
food,11746.67,1.4953,0.2196,0,0.5,8,0.3016
groceries,1788.26,0.6489,0.2196,0,0.15,11,0.0144
transport,1367.21,0.7307,0.2196,0,0.4,7,0.2364
shopping,1336.46,1.1368,0.2196,0,0.9,8,0.3267
entertainment,338.25,0.7044,0.2196,0,1.0,9,0.225
utilities,2836.14,0.809,0.2196,0,0.1,10,0.0537
healthcare,761.66,0.799,0.2196,0,0.05,11,0.0404
investments,726.18,2.4365,0.2196,0,0.3,7,0.1318
fuel,1847.39,1.9873,0.2196,0,0.45,11,0.2062
food,4949.93,0.5932,0.1641,0,0.5,10,0.1091
groceries,3459.78,1.2359,0.1641,0,0.15,10,0.0
transport,1499.55,0.8243,0.1641,0,0.4,10,0.1108
shopping,705.12,0.6122,0.1641,0,0.9,4,0.2239
entertainment,968.36,2.0396,0.1641,0,1.0,8,0.4034
utilities,3473.88,1.0054,0.1641,0,0.1,10,0.0
healthcare,2937.99,1.2834,0.1641,0,0.05,12,0.0187
investments,495.93,1.6231,0.1641,0,0.3,8,0.0778
fuel,1212.8,1.2965,0.1641,0,0.45,11,0.2269
food,6851.14,1.2846,0.2855,0,0.5,11,0.1623
groceries,1337.79,0.715,0.2855,0,0.15,11,0.0576
transport,1194.86,0.9406,0.2855,0,0.4,8,0.1606
shopping,1092.07,1.3682,0.2855,0,0.9,8,0.2375
entertainment,205.57,0.6305,0.2855,0,1.0,5,0.2731
utilities,2351.17,0.9879,0.2855,0,0.1,11,0.0133
healthcare,793.36,1.2258,0.2855,0,0.05,11,0.0971
investments,80.3,0.3968,0.2855,0,0.3,10,0.0629
fuel,414.34,0.6565,0.2855,0,0.45,8,0.0799
food,9412.39,0.9794,0.265,0,0.5,11,0.1867
groceries,2187.29,0.6784,0.265,0,0.15,12,0.0856
transport,2744.94,1.3101,0.265,0,0.4,9,0.2318
shopping,1445.56,1.0898,0.265,0,0.9,5,0.2589
entertainment,530.58,0.9703,0.265,0,1.0,9,0.26
utilities,5137.97,1.2912,0.265,0,0.1,10,0.0189
healthcare,2669.15,1.0123,0.265,0,0.05,12,0.0558
investments,135.35,0.3846,0.265,0,0.3,9,0.0552
fuel,349.21,0.3241,0.265,0,0.45,9,0.1287
food,8867.88,1.3992,0.1716,0,0.5,9,0.1921
groceries,1601.47,0.7531,0.1716,0,0.15,11,0.0485
transport,1064.07,0.77,0.1716,0,0.4,11,0.076
shopping,885.54,1.0122,0.1716,0,0.9,7,0.2392
entertainment,517.75,1.4356,0.1716,0,1.0,8,0.3579
utilities,1988.89,0.7578,0.1716,0,0.1,10,0.0
healthcare,1547.91,0.8901,0.1716,0,0.05,10,0.0331
investments,280.3,1.2077,0.1716,0,0.3,9,0.0806
fuel,207.1,0.2915,0.1716,0,0.45,8,0.1207
food,7294.61,0.942,0.184,0,0.5,10,0.2031
groceries,3512.06,1.3518,0.184,0,0.15,10,0.0469
transport,1594.6,0.9444,0.184,0,0.4,8,0.2082
shopping,1204.13,1.1265,0.184,0,0.9,7,0.3296
entertainment,436.28,0.9901,0.184,0,1.0,5,0.2811
utilities,2587.14,0.8068,0.184,0,0.1,12,0.0712
healthcare,2074.51,0.9764,0.184,0,0.05,10,0.0567
investments,322.85,1.1385,0.184,0,0.3,9,0.0686
fuel,571.53,0.6583,0.184,0,0.45,11,0.2102
food,6614.77,1.0158,0.1835,0,0.5,9,0.106
groceries,1898.58,0.869,0.1835,0,0.15,12,0.0097
transport,1973.79,1.3902,0.1835,0,0.4,7,0.1486
shopping,735.59,0.8184,0.1835,0,0.9,6,0.3814
entertainment,190.78,0.5149,0.1835,0,1.0,6,0.2359
utilities,3404.61,1.2626,0.1835,0,0.1,12,0.145
healthcare,2151.73,1.2043,0.1835,0,0.05,11,0.1104
investments,198.11,0.8308,0.1835,0,0.3,8,0.0034
fuel,678.72,0.9296,0.1835,0,0.45,9,0.1543
food,8916.17,1.2033,0.1785,0,0.5,11,0.1475
groceries,2077.32,0.7991,0.1785,0,0.15,12,0.0428
transport,2086.24,1.182,0.1785,0,0.4,11,0.1656
shopping,783.18,0.7062,0.1785,0,0.9,5,0.2513
entertainment,631.45,1.3941,0.1785,0,1.0,7,0.3282
utilities,4208.18,1.2726,0.1785,0,0.1,12,0.0359
healthcare,986.22,1.0968,0.1785,0,0.05,11,0.0428
investments,111.56,0.3968,0.1785,0,0.3,8,0.0669
fuel,1394.55,1.5903,0.1785,0,0.45,9,0.2848
food,8504.94,1.1861,0.2908,0,0.5,8,0.1757
groceries,2336.21,0.9288,0.2908,0,0.15,12,0.0
transport,2228.26,1.3047,0.2908,0,0.4,11,0.2678
shopping,1882.79,1.7545,0.2908,0,0.9,6,0.3516
entertainment,487.97,1.1133,0.2908,0,1.0,8,0.4065
utilities,3528.07,1.1026,0.2908,0,0.1,12,0.0922
healthcare,706.05,0.8114,0.2908,0,0.05,11,0.0
investments,220.23,0.8095,0.2908,0,0.3,9,0.0354
fuel,494.45,0.5827,0.2908,0,0.45,8,0.2502
food,7918.19,0.8138,0.1844,0,0.5,8,0.1633
groceries,4061.88,1.2443,0.1844,0,0.15,12,0.0689
transport,1619.82,0.7636,0.1844,0,0.4,10,0.1068
shopping,2107.68,1.5694,0.1844,0,0.9,9,0.4392
entertainment,592.01,1.0693,0.1844,0,1.0,4,0.3694
utilities,3291.71,0.817,0.1844,0,0.1,12,0.0609
healthcare,2474.95,0.9271,0.1844,0,0.05,11,0.0693
investments,137.04,0.3846,0.1844,0,0.3,10,0.0566
fuel,1471.81,1.3492,0.1844,0,0.45,10,0.1498
food,6268.37,0.8487,0.2237,0,0.5,7,0.1368
groceries,3014.56,1.2166,0.2237,0,0.15,11,0.149
transport,1371.01,0.8514,0.2237,0,0.4,10,0.23
shopping,563.8,0.5531,0.2237,0,0.9,8,0.2118
entertainment,451.46,1.0743,0.2237,0,1.0,4,0.1721
utilities,3542.99,1.1585,0.2237,0,0.1,11,0.0891
healthcare,3000.0,1.4805,0.2237,0,0.05,10,0.1001
investments,738.56,2.7308,0.2237,0,0.3,9,0.1617
fuel,813.45,0.9824,0.2237,0,0.45,7,0.1948
food,8414.3,1.1096,0.1658,0,0.5,7,0.1433
groceries,2107.57,0.7923,0.1658,0,0.15,10,0.0116
transport,1589.24,0.8799,0.1658,0,0.4,9,0.0589
shopping,369.91,0.326,0.1658,0,0.9,6,0.1736
entertainment,536.6,1.1576,0.1658,0,1.0,9,0.3018
utilities,1966.0,0.581,0.1658,0,0.1,11,0.0234
healthcare,742.1,0.8065,0.1658,0,0.05,11,0.0
investments,504.63,1.754,0.1658,0,0.3,11,0.0602
fuel,484.08,0.5394,0.1658,0,0.45,10,0.0535
food,7454.31,1.0479,0.203,0,0.5,7,0.2248
groceries,2294.4,0.9614,0.203,0,0.15,10,0.0307
transport,1104.12,0.7119,0.203,0,0.4,7,0.1191
shopping,857.65,0.8735,0.203,0,0.9,4,0.3243
entertainment,342.66,0.8465,0.203,0,1.0,4,0.1722
utilities,3388.51,1.1503,0.203,0,0.1,12,0.0684
healthcare,1775.41,0.9097,0.203,0,0.05,12,0.0234
investments,294.57,1.1308,0.203,0,0.3,9,0.067
fuel,1278.45,1.603,0.203,0,0.45,11,0.2799
food,9467.81,1.0039,0.1419,0,0.5,10,0.1843
groceries,4271.67,1.3501,0.1419,0,0.15,11,0.0133
transport,1987.07,0.9664,0.1419,0,0.4,11,0.1602
shopping,903.21,0.6939,0.1419,0,0.9,6,0.3809
entertainment,836.8,1.5594,0.1419,0,1.0,8,0.2327
utilities,4476.22,1.1463,0.1419,0,0.1,10,0.012
healthcare,2374.92,0.9179,0.1419,0,0.05,12,0.0
investments,300.19,0.8692,0.1419,0,0.3,8,0.0
fuel,1580.62,1.495,0.1419,0,0.45,7,0.1661
food,6697.91,1.2093,0.2797,0,0.5,11,0.2018
groceries,2031.37,1.0932,0.2797,0,0.15,12,0.0477
transport,784.78,0.6499,0.2797,0,0.4,10,0.2122
shopping,750.45,0.9816,0.2797,0,0.9,5,0.3255
entertainment,121.7,0.3861,0.2797,0,1.0,6,0.2706
utilities,1887.83,0.8231,0.2797,0,0.1,12,0.0252
healthcare,1708.41,1.1242,0.2797,0,0.05,10,0.0715
investments,71.77,0.3538,0.2797,0,0.3,10,0.0367
fuel,769.18,1.2387,0.2797,0,0.45,11,0.1397
food,5972.38,1.0623,0.3067,0,0.5,10,0.2164
groceries,2110.99,1.0704,0.3067,0,0.15,10,0.0811
transport,540.02,0.4033,0.3067,0,0.4,10,0.1703
shopping,978.47,1.163,0.3067,0,0.9,8,0.3677
entertainment,228.54,0.665,0.3067,0,1.0,6,0.2408
utilities,2547.74,1.0155,0.3067,0,0.1,10,0.0293
healthcare,1015.71,1.4888,0.3067,0,0.05,11,0.0933
investments,106.65,0.5,0.3067,0,0.3,10,0.0735
fuel,858.28,1.2901,0.3067,0,0.45,10,0.1667
food,9668.88,1.2063,0.2143,0,0.5,7,0.1892
groceries,2041.9,0.7262,0.2143,0,0.15,10,0.0635
transport,1607.46,0.842,0.2143,0,0.4,10,0.1339
shopping,1747.45,1.4567,0.2143,0,0.9,4,0.264
entertainment,596.16,1.2167,0.2143,0,1.0,6,0.4108
utilities,4530.33,1.2665,0.2143,0,0.1,12,0.0979
healthcare,1146.46,1.1787,0.2143,0,0.05,11,0.101
investments,253.43,0.8333,0.2143,0,0.3,7,0.0148
fuel,625.12,0.659,0.2143,0,0.45,8,0.1579
food,5403.65,0.579,0.2887,0,0.5,7,0.0903
groceries,4363.95,1.333,0.2887,0,0.15,12,0.08
transport,1236.41,0.5563,0.2887,0,0.4,8,0.1681
shopping,927.3,0.664,0.2887,0,0.9,6,0.2942
entertainment,753.08,1.3202,0.2887,0,1.0,7,0.3463
utilities,4425.77,1.0628,0.2887,0,0.1,10,0.0485
healthcare,505.8,0.4467,0.2887,0,0.05,12,0.0562
investments,325.96,0.9206,0.2887,0,0.3,9,0.0252
fuel,1053.75,0.9542,0.2887,0,0.45,10,0.2463
food,6197.31,0.6811,0.3049,0,0.5,7,0.1843
groceries,2893.17,0.9064,0.3049,0,0.15,11,0.0532
transport,2400.02,1.1075,0.3049,0,0.4,11,0.16
shopping,1775.36,1.3038,0.3049,0,0.9,9,0.3402
entertainment,493.15,0.8867,0.3049,0,1.0,8,0.2862
utilities,3671.26,0.9042,0.3049,0,0.1,10,0.0719
healthcare,1939.74,1.7568,0.3049,0,0.05,10,0.1194
investments,136.99,0.3968,0.3049,0,0.3,10,0.0505
fuel,931.51,0.8651,0.3049,0,0.45,7,0.2284
food,9072.68,1.1899,0.1304,0,0.5,11,0.1798
groceries,2869.58,1.1217,0.1304,0,0.15,11,0.0341
transport,1250.07,0.7519,0.1304,0,0.4,11,0.1968
shopping,1323.1,1.2571,0.1304,0,0.9,7,0.2279
entertainment,163.24,0.3762,0.1304,0,1.0,8,0.2658
utilities,3058.59,0.9687,0.1304,0,0.1,10,0.0469
healthcare,1411.16,0.6745,0.1304,0,0.05,12,0.0
investments,88.06,0.3154,0.1304,0,0.3,9,0.0115
fuel,1164.16,1.3618,0.1304,0,0.45,11,0.1613
food,6668.54,1.0175,0.2845,0,0.5,8,0.0919
groceries,2649.32,1.2049,0.2845,0,0.15,10,0.0778
transport,1724.37,1.2067,0.2845,0,0.4,7,0.2724
shopping,734.79,0.8122,0.2845,0,0.9,7,0.2598
entertainment,330.47,0.8861,0.2845,0,1.0,8,0.3051
utilities,2536.7,0.9347,0.2845,0,0.1,11,0.0248
healthcare,1240.66,0.6899,0.2845,0,0.05,11,0.0214
investments,92.31,0.3846,0.2845,0,0.3,9,0.0306
fuel,882.49,1.201,0.2845,0,0.45,10,0.2587
food,10110.53,1.0932,0.1944,0,0.5,8,0.2105
groceries,2998.51,0.9664,0.1944,0,0.15,10,0.0687
transport,1755.86,0.8708,0.1944,0,0.4,7,0.1068
shopping,1229.62,0.9633,0.1944,0,0.9,9,0.2702
entertainment,963.9,1.8317,0.1944,0,1.0,9,0.3582
utilities,5220.69,1.3633,0.1944,0,0.1,12,0.067
healthcare,2649.42,1.0441,0.1944,0,0.05,11,0.0108
investments,424.64,1.2538,0.1944,0,0.3,9,0.0774
fuel,302.2,0.2915,0.1944,0,0.45,7,0.0885
food,9113.32,0.993,0.3533,0,0.5,7,0.1667
groceries,5023.31,1.6314,0.3533,0,0.15,11,0.0445
transport,1424.52,0.7119,0.3533,0,0.4,9,0.1043
shopping,1657.2,1.3082,0.3533,0,0.9,9,0.4296
entertainment,845.41,1.6188,0.3533,0,1.0,6,0.3492
utilities,4286.49,1.1279,0.3533,0,0.1,12,0.0602
healthcare,1476.23,0.5862,0.3533,0,0.05,10,0.0849
investments,157.71,0.4692,0.3533,0,0.3,7,0.024
fuel,1613.25,1.5678,0.3533,0,0.45,9,0.235
food,12186.97,1.1879,0.2402,0,0.5,9,0.1595
groceries,5673.0,1.6482,0.2402,0,0.15,12,0.1008
transport,1725.31,0.7713,0.2402,0,0.4,10,0.1414
shopping,1950.73,1.3776,0.2402,0,0.9,6,0.2812
entertainment,135.83,0.2327,0.2402,0,1.0,7,0.3468
utilities,2103.89,0.4952,0.2402,0,0.1,11,0.069
healthcare,2277.29,0.809,0.2402,0,0.05,11,0.0337
investments,499.96,1.3308,0.2402,0,0.3,7,0.1034
fuel,904.56,0.7864,0.2402,0,0.45,7,0.1667
food,4756.55,0.8482,0.2885,0,0.5,10,0.128
groceries,1510.22,0.8027,0.2885,0,0.15,10,0.0086
transport,1563.93,1.2791,0.2885,0,0.4,7,0.2053
shopping,448.64,0.5796,0.2885,0,0.9,6,0.3367
entertainment,445.48,1.396,0.2885,0,1.0,7,0.3177
utilities,1794.57,0.7728,0.2885,0,0.1,12,0.0743
healthcare,1533.91,0.9969,0.2885,0,0.05,10,0.0073
investments,161.13,0.7846,0.2885,0,0.3,7,0.0325
fuel,1053.68,1.6759,0.2885,0,0.45,8,0.1941
food,6542.34,0.7561,0.1876,0,0.5,11,0.2225
groceries,3183.42,1.0966,0.1876,0,0.15,10,0.0
transport,870.2,0.4612,0.1876,0,0.4,11,0.114
shopping,121.88,0.102,0.1876,0,0.9,9,0.3063
entertainment,404.63,0.8218,0.1876,0,1.0,7,0.2167
utilities,4277.87,1.1939,0.1876,0,0.1,11,0.0405
healthcare,2776.35,1.1694,0.1876,0,0.05,10,0.0817
investments,121.88,0.3846,0.1876,0,0.3,11,0.005
fuel,809.26,0.8342,0.1876,0,0.45,11,0.2102
food,7384.55,0.7332,0.1533,0,0.5,11,0.0996
groceries,3358.94,0.9941,0.1533,0,0.15,10,0.0009
transport,1758.9,0.801,0.1533,0,0.4,8,0.1709
shopping,1265.27,0.9102,0.1533,0,0.9,7,0.2417
entertainment,1069.53,1.8663,0.1533,0,1.0,9,0.434
utilities,4025.62,0.9653,0.1533,0,0.1,12,0.0
healthcare,3509.29,1.27,0.1533,0,0.05,12,0.0
investments,689.38,1.8692,0.1533,0,0.3,8,0.1173
fuel,805.69,0.7136,0.1533,0,0.45,8,0.1112
food,12460.92,1.2682,0.2489,0,0.5,7,0.1346
groceries,3271.61,0.9924,0.2489,0,0.15,10,0.052
transport,1591.52,0.7429,0.2489,0,0.4,7,0.1386
shopping,1768.66,1.3041,0.2489,0,0.9,9,0.4492
entertainment,985.36,1.7624,0.2489,0,1.0,7,0.4265
utilities,3097.24,0.7612,0.2489,0,0.1,10,0.045
healthcare,2806.61,1.0411,0.2489,0,0.05,12,0.0997
investments,462.23,1.2846,0.2489,0,0.3,10,0.1051
fuel,1051.79,0.9548,0.2489,0,0.45,11,0.1556
food,3457.28,0.6769,0.2505,0,0.5,11,0.2108
groceries,2199.25,1.2275,0.2505,0,0.15,12,0.047
transport,1082.71,0.89,0.2505,0,0.4,7,0.0905
shopping,541.35,0.7082,0.2505,0,0.9,7,0.3708
entertainment,567.5,1.8177,0.2505,0,1.0,9,0.4656
utilities,1022.73,0.4487,0.2505,0,0.1,10,0.0835
healthcare,1061.18,1.7122,0.2505,0,0.05,12,0.1174
investments,76.9,0.3968,0.2505,0,0.3,11,0.0187
fuel,276.83,0.458,0.2505,0,0.45,7,0.1922
food,5290.12,0.8805,0.2415,0,0.5,11,0.1582
groceries,1867.1,0.8858,0.2415,0,0.15,10,0.0187
transport,1861.68,1.3009,0.2415,0,0.4,11,0.1536
shopping,611.51,0.6801,0.2415,0,0.9,9,0.298
entertainment,90.46,0.2463,0.2415,0,1.0,4,0.188
utilities,3598.51,1.3421,0.2415,0,0.1,12,0.089
healthcare,90.46,0.1241,0.2415,0,0.05,11,0.0133
investments,175.49,0.7698,0.2415,0,0.3,9,0.0534
fuel,546.38,0.7684,0.2415,0,0.45,10,0.0453
food,8869.43,0.9434,0.1689,0,0.5,9,0.1225
groceries,3305.18,1.0479,0.1689,0,0.15,11,0.0252
transport,2116.06,1.0323,0.1689,0,0.4,11,0.1512
shopping,524.38,0.4041,0.1689,0,0.9,8,0.2532
entertainment,169.5,0.3168,0.1689,0,1.0,7,0.2501
utilities,4557.87,1.1707,0.1689,0,0.1,11,0.0669
healthcare,2370.3,0.9189,0.1689,0,0.05,12,0.0
investments,166.85,0.4846,0.1689,0,0.3,10,0.0134
fuel,2028.66,1.9246,0.1689,0,0.45,10,0.3073
food,6134.73,1.0758,0.2186,0,0.5,11,0.1397
groceries,2387.07,1.2477,0.2186,0,0.15,10,0.0497
transport,1219.23,0.9806,0.2186,0,0.4,8,0.0585
shopping,947.76,1.2041,0.2186,0,0.9,4,0.4365
entertainment,318.06,0.9802,0.2186,0,1.0,9,0.3348
utilities,2101.13,0.8898,0.2186,0,0.1,10,0.0605
healthcare,1461.8,0.9343,0.2186,0,0.05,12,0.0489
investments,271.48,1.3,0.2186,0,0.3,10,0.0986
fuel,417.66,0.6533,0.2186,0,0.45,10,0.0772
food,9662.25,1.1617,0.2965,0,0.5,7,0.1225
groceries,2211.73,0.7926,0.2965,0,0.15,12,0.0119
transport,2364.02,1.3036,0.2965,0,0.4,8,0.1849
shopping,1126.95,0.9816,0.2965,0,0.9,4,0.4105
entertainment,686.48,1.4505,0.2965,0,1.0,4,0.2684
utilities,2584.25,0.7503,0.2965,0,0.1,10,0.0692
healthcare,2654.54,1.1632,0.2965,0,0.05,12,0.0309
